Station                              ,               cloud_cover,              cloud_height,                  humidity,           humidity_past1h,    leav_hum_dur_past10min,       leav_hum_dur_past1h,      precip_dur_past10min,         precip_dur_past1h,          precip_past10min,             precip_past1h,           precip_past1min,            precip_past24h,                  pressure,           pressure_at_sea,                radia_glob,         radia_glob_past1h,            snow_cover_man,            snow_depth_man,        sun_last10min_glob,           sun_last1h_glob,                  temp_dew,                  temp_dry,                temp_grass,     temp_grass_max_past1h,    temp_grass_mean_past1h,     temp_grass_min_past1h,          temp_max_past12h,           temp_max_past1h,          temp_mean_past1h,          temp_min_past12h,           temp_min_past1h,                 temp_soil,      temp_soil_max_past1h,     temp_soil_mean_past1h,      temp_soil_min_past1h,      visib_mean_last10min,                visibility,                   weather,                  wind_dir,           wind_dir_past1h,   wind_gust_always_past1h,                  wind_max,  wind_max_per10min_past1h,                  wind_min,           wind_min_past1h,                wind_speed,         wind_speed_past1h
04272 (Qaqortoq)                     ,                     48723,                     31167,                     49208,                      8200,                         0,                         0,                      3124,                       525,                     49203,                      8200,                     31240,                       339,                     49209,                     49209,                         0,                         0,                         0,                         0,                         0,                         0,                     49209,                     49209,                         0,                         0,                         0,                         0,                       681,                      8200,                      8200,                       681,                      8200,                         0,                         0,                         0,                         0,                     49167,                     49168,                     10941,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
04285 (Angissoq)                     ,                         0,                         0,                      8772,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8772,                      8772,                         0,                         0,                         0,                         0,                         0,                         0,                      8764,                      8764,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8753,                         0,                         0,                      8753,                         0,                         0,                         0,                      8753,                         0
04301 (Kap Morris Jesup)             ,                         0,                         0,                      8767,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8773,                      8773,                         0,                         0,                         0,                         0,                         0,                         0,                      8715,                      8715,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8002,                         0,                         0,                      8001,                         0,                         0,                         0,                      8002,                         0
04312 (Station Nord)                 ,                         0,                         0,                      8766,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8772,                      8772,                         0,                         0,                         0,                         0,                         0,                         0,                      8713,                      8717,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      7532,                         0,                         0,                      7531,                         0,                         0,                         0,                      7532,                         0
04313 (Henrik Krøyer Holme)          ,                         0,                         0,                      7479,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      7480,                      7480,                         0,                         0,                         0,                         0,                         0,                         0,                      7439,                      7439,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      6588,                         0,                         0,                      6587,                         0,                         0,                         0,                      6588,                         0
04320 (Danmarkshavn)                 ,                     52094,                     26465,                     52461,                      8754,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                     52463,                     52463,                     52459,                      8754,                         0,                         0,                     52459,                      8754,                     52463,                     52463,                         0,                         0,                         0,                         0,                       728,                      8754,                      8754,                       728,                      8754,                         0,                         0,                         0,                         0,                     51974,                     51975,                     14931,                     52463,                      8754,                      8754,                     52461,                      8754,                       546,                       584,                     52463,                      8754
04330 (Daneborg)                     ,                         0,                         0,                      8771,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8774,                      8774,                         0,                         0,                         0,                         0,                         0,                         0,                      8641,                      8641,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8731,                         0,                         0,                      8728,                         0,                         0,                         0,                      8731,                         0
04339 (Ittoqqortoormiit)             ,                     48562,                     29497,                     48872,                      8143,                         0,                         0,                       741,                       123,                      3814,                       636,                     27720,                        26,                     49079,                     48873,                     49071,                      8176,                         0,                         0,                     49071,                      8176,                     47511,                     47511,                         0,                         0,                         0,                         0,                       654,                      7916,                      7916,                       654,                      7916,                         0,                         0,                         0,                         0,                     48524,                     48525,                     17104,                     49077,                      8176,                      8176,                     49076,                      8176,                      2757,                      1725,                     49077,                      8176
04351 (Aputiteeq)                    ,                         0,                         0,                      8770,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8773,                      8773,                         0,                         0,                         0,                         0,                         0,                         0,                      8651,                      8651,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8629,                         0,                         0,                      8626,                         0,                         0,                         0,                      8629,                         0
04360 (Tasiilaq)                     ,                     51314,                     34308,                     51608,                      8503,                         0,                         0,                      4419,                       720,                     51610,                      8503,                     44209,                       356,                     51612,                     51612,                     51610,                      8503,                         0,                         0,                     51610,                      8503,                     51608,                     51612,                         0,                         0,                         0,                         0,                       715,                      8503,                      8503,                       715,                      8503,                         0,                         0,                         0,                         0,                     19798,                     19798,                      9844,                     51609,                      8502,                      8503,                     51612,                      8503,                      1485,                       915,                     51609,                      8502
04373 (Ikermit)                      ,                         0,                         0,                      8773,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8774,                      8774,                         0,                         0,                         0,                         0,                         0,                         0,                      8768,                      8768,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8340,                         0,                         0,                      8339,                         0,                         0,                         0,                      8340,                         0
04382 (Ikermiuarssuk)                ,                         0,                         0,                      6741,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8692,                      8692,                         0,                         0,                         0,                         0,                         0,                         0,                      6616,                      7165,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                      8519,                         0,                         0,                      8518,                         0,                         0,                         0,                      8519,                         0
04390 (Ikerasassuaq)                 ,                         0,                         0,                     52597,                      8762,                         0,                         0,                      9558,                      1620,                     52595,                      8761,                     95468,                       363,                     52598,                     52597,                         0,                         0,                         0,                         0,                         0,                         0,                     52597,                     52597,                         0,                         0,                         0,                         0,                       728,                      8762,                      8762,                       728,                      8762,                         0,                         0,                         0,                         0,                     49574,                     49574,                     20407,                     52598,                      8762,                      8762,                     52598,                      8762,                     10762,                      3464,                     52598,                      8762
05005 (Uggerby)                      ,                         0,                         0,                         0,                         0,                         0,                         0,                     35087,                      5622,                     35087,                      5622,                     16839,                       240,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
05009 (Nørre Lyngby N)               ,                         0,                         0,                         0,                         0,                         0,                         0,                     35020,                      5824,                     35020,                      5824,                     21610,                       239,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
05015 (Lendum)                       ,                         0,                         0,                         0,                         0,                         0,                         0,                     46926,                      7817,                     46926,                      7817,                     25519,                       321,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
05031 (Byrum)                        ,                         0,                         0,                         0,                         0,                         0,                         0,                     46828,                      7801,                     46828,                      7801,                     23840,                       321,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
05035 (Voerså Hede)                  ,                         0,                         0,                         0,                         0,                         0,                         0,                     36545,                      6082,                     36545,                      6082,                     21980,                       248,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
05042 (Møllegård Huse)               ,                         0,                         0,                         0,                         0,                         0,                         0,                     37508,                      6239,                     37508,                      6239,                     23000,                       242,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
05065 (Mørkeskov)                    ,                         0,                         0,                         0,                         0,                         0,                         0,                     39110,                      6512,                     39110,                      6512,                     25424,                       267,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
05070 (Havnø)                        ,                         0,                         0,                         0,                         0,                         0,                         0,                     44864,                      7472,                     44864,                      7472,                     24537,                       308,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
05075 (Hørby)                        ,                         0,                         0,                         0,                         0,                         0,                         0,                     33202,                      5526,                     33202,                      5526,                     18280,                       224,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
05081 (Gatten)                       ,                         0,                         0,                         0,                         0,                         0,                         0,                     50077,                      8336,                     50077,                      8336,                     28180,                       342,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
05085 (Aggersund)                    ,                         0,                         0,                         0,                         0,                         0,                         0,                     46779,                      7791,                     46779,                      7791,                     21913,                       320,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0,                         0
